Time_on_site,Pages_viewed,Clicked_ad,Cart_value,Referral,Browser_Refresh_Rate,Last_Ad_Seen,Purchase,ID,Date_Accessed
8.3,18.08,0,31.06,Facebook,149.33,D,1,51,2025-02-13
4.97,12.53,0,81.66,Google,38.17,C,0,291,2025-07-23
2.89,7.5,0,10.0,Facebook,143.9,B,0,69,2025-03-11
7.28,20.18,0,38.04,Google,103.69,A,0,121,2025-02-19
1.56,4.54,0,10.0,Google,123.67,D,0,224,2025-04-25
3.63,8.57,0,10.0,Direct,201.56,C,0,273,2025-03-26
5.0,14.32,0,52.98,Facebook,-3.59,A,0,38,2025-04-24
4.7,11.94,0,131.39,Google,76.69,D,0,168,2025-04-25
0.5,1.56,1,10.0,Facebook,114.97,C,0,201,2025-03-15
2.7,6.37,0,15.78,Google,142.55,B,0,123,2025-06-20
5.42,13.93,1,10.0,Google,45.75,B,1,186,2025-01-16
1.7,4.48,1,10.0,Google,132.88,D,0,56,2025-02-05
8.17,25.04,0,44.78,Instagram,108.17,D,1,25,2025-01-19
6.24,15.58,0,106.45,Facebook,175.24,B,1,101,2025-05-01
3.71,7.36,0,10.0,Google,72.16,C,0,171,2025-02-03
4.45,7.35,0,44.18,Google,134.41,A,0,233,2025-01-02
9.65,29.13,0,10.0,Instagram,98.79,C,1,284,2025-03-22
7.34,20.7,0,26.22,Google,56.78,C,0,170,2025-04-12
5.95,19.82,0,17.25,Google,65.98,A,0,205,2025-07-10
1.46,3.72,1,10.0,Google,65.82,B,1,292,2025-06-09
9.07,23.08,0,20.28,Direct,93.95,B,0,205,2025-02-24
7.63,19.76,1,62.89,Google,109.83,A,1,131,2025-06-08
4.63,10.33,1,10.0,Facebook,72.22,D,1,115,2025-07-06
3.63,7.79,0,26.78,Google,144.83,B,0,41,2025-05-16
4.53,12.32,1,45.02,Google,84.47,C,0,16,2025-06-25
2.0,6.17,0,163.8,Direct,160.79,A,0,73,2025-02-05
3.82,10.71,1,13.03,Instagram,111.12,D,0,90,2025-06-06
6.91,15.61,0,44.13,Google,107.31,A,1,89,2025-04-30
0.5,1.36,0,10.0,Instagram,79.69,C,0,56,2025-07-18
4.21,10.91,0,14.41,Facebook,146.33,B,0,59,2025-03-16
5.28,11.72,0,36.13,Google,4.91,B,0,98,2025-05-07
5.26,9.93,1,35.04,Direct,125.91,A,0,1,2025-07-03
2.05,4.28,1,300.0,Direct,136.65,C,0,18,2025-03-12
2.04,6.33,0,10.8,Direct,143.3,D,1,38,2025-05-01
7.72,20.29,0,49.95,Direct,109.32,A,0,165,2025-02-15
1.94,4.26,0,10.0,Instagram,250.55,D,0,131,2025-04-16
7.52,19.09,0,106.32,Facebook,108.18,D,1,206,2025-02-21
3.79,10.64,0,10.0,Google,1.81,D,0,245,2025-01-12
7.7,17.17,1,32.15,Instagram,100.05,D,1,100,2025-06-20
3.95,8.36,1,67.26,Google,110.49,A,0,109,2025-05-21
2.08,3.36,0,38.85,Facebook,60.33,A,0,250,2025-04-04
7.14,21.74,0,17.62,Direct,181.49,A,1,23,2025-07-26
4.96,13.85,0,93.8,Instagram,86.43,B,0,148,2025-07-26
8.62,24.44,0,76.48,Facebook,48.17,A,1,42,2025-06-05
7.23,20.11,1,113.6,Google,108.68,C,1,7,2025-01-25
4.43,6.58,0,44.28,Instagram,107.94,D,0,284,2025-02-26
3.88,9.9,0,29.54,Instagram,124.21,A,0,178,2025-01-22
5.06,13.78,0,83.08,Facebook,-32.02,D,0,204,2025-01-24
5.48,13.88,0,57.53,Facebook,58.88,D,0,134,2025-01-03
2.8,3.7,1,14.69,Google,119.35,B,0,59,2025-01-14
7.1,17.32,0,20.96,Direct,158.13,D,0,49,2025-04-26
4.01,9.5,0,44.22,Google,114.89,A,0,79,2025-05-21
3.94,11.9,0,10.0,Google,59.97,B,0,148,2025-05-31
3.65,8.93,0,10.0,Google,92.76,C,0,165,2025-03-10
5.58,12.49,0,28.7,Facebook,148.06,B,0,12,2025-05-26
3.27,7.32,1,14.57,Google,138.39,B,0,122,2025-03-17
5.34,15.27,0,83.64,Google,136.81,B,0,279,2025-01-11
10.0,28.36,0,30.75,Facebook,166.3,B,1,39,2025-03-16
4.87,11.64,0,79.83,Instagram,177.15,A,0,211,2025-07-03
3.91,9.01,0,17.08,Google,43.34,C,0,252,2025-04-27
0.83,1.12,0,10.0,Facebook,66.8,C,0,166,2025-04-05
5.13,7.58,0,160.09,Facebook,164.05,B,0,145,2025-06-07
2.23,4.64,0,20.35,Instagram,22.63,A,0,161,2025-01-23
4.06,9.86,1,49.44,Google,149.46,A,0,279,2025-01-09
5.38,11.32,0,27.27,Instagram,25.24,C,0,101,2025-03-26
0.67,1.17,0,67.26,Facebook,156.69,C,0,293,2025-02-14
5.39,13.38,0,50.82,Google,105.98,B,0,187,2025-07-29
5.76,14.34,0,46.51,Google,108.25,A,0,63,2025-06-16
1.76,5.54,0,10.24,Instagram,118.96,A,0,120,2025-07-15
4.02,9.33,0,59.33,Google,53.62,C,0,57,2025-03-01
0.5,1.19,0,48.92,Direct,166.58,B,0,279,2025-07-16
8.94,19.14,0,26.63,Instagram,159.55,D,0,164,2025-03-27
5.83,22.15,0,19.99,Instagram,0.86,D,0,197,2025-06-03
4.55,12.84,1,90.74,Instagram,194.68,B,0,271,2025-02-01
4.59,9.58,0,10.0,Direct,53.64,D,0,66,2025-06-09
7.83,11.86,0,57.46,Google,31.27,A,0,34,2025-07-22
4.76,8.84,0,20.09,Facebook,37.95,D,0,240,2025-05-16
5.83,11.89,1,22.9,Instagram,135.21,D,0,51,2025-04-04
8.8,16.0,0,28.26,Google,-65.8,D,0,15,2025-04-25
4.13,10.09,0,115.84,Facebook,73.69,C,1,82,2025-04-26
2.27,4.52,0,10.0,Google,70.46,C,0,266,2025-01-16
2.94,4.99,0,10.0,Facebook,78.35,B,0,177,2025-02-14
8.57,24.16,0,52.91,Google,27.23,D,0,116,2025-07-29
5.23,9.04,1,10.0,Direct,98.04,D,0,297,2025-01-21
3.74,4.58,0,59.43,Google,103.5,C,0,59,2025-04-06
7.43,22.07,0,48.19,Facebook,75.81,C,1,127,2025-02-17
7.49,25.45,1,68.95,Facebook,154.87,D,1,67,2025-02-17
3.81,9.6,0,10.0,Direct,50.37,A,0,127,2025-04-14
2.57,7.31,0,21.1,Instagram,88.4,D,0,99,2025-04-14
1.07,3.04,1,21.01,Facebook,119.27,C,0,79,2025-07-10
0.52,1.89,1,10.0,Google,19.83,C,0,106,2025-06-14
4.34,8.7,0,10.17,Google,-7.26,B,0,57,2025-07-29
2.77,6.29,0,32.34,Google,110.28,A,0,59,2025-04-07
9.65,22.0,0,10.0,Instagram,143.64,B,1,215,2025-06-14
5.15,13.01,0,10.31,Google,189.14,D,0,182,2025-01-29
0.5,1.2,0,46.98,Instagram,96.07,C,0,208,2025-02-03
8.55,21.02,0,16.89,Direct,101.78,A,0,51,2025-01-09
5.4,13.9,0,22.73,Facebook,63.94,A,0,184,2025-02-18
6.76,23.59,1,22.77,Direct,117.28,C,1,218,2025-02-14
6.71,17.68,1,13.6,Facebook,36.79,C,1,131,2025-07-26
5.74,16.73,0,20.01,Direct,128.7,B,0,182,2025-03-23
6.31,17.88,0,12.62,Instagram,94.18,C,0,12,2025-03-07
5.6,14.99,0,27.47,Google,58.73,A,0,105,2025-03-22
2.23,5.29,0,11.88,Google,123.32,A,0,103,2025-06-05
5.92,17.17,0,10.0,Direct,134.37,C,0,52,2025-04-15
7.56,12.28,0,74.15,Facebook,213.02,D,1,185,2025-01-15
4.47,14.63,1,109.52,Google,108.37,A,1,279,2025-03-04
6.38,18.07,0,115.23,Instagram,87.16,D,1,126,2025-07-02
6.05,15.43,1,13.42,Direct,115.34,B,1,289,2025-01-07
9.54,23.79,0,80.99,Google,115.89,B,0,92,2025-03-28
4.37,11.4,0,28.99,Google,101.94,B,0,94,2025-02-08
4.27,12.41,0,14.69,Instagram,225.99,C,0,165,2025-01-30
4.71,12.86,0,10.0,Instagram,166.38,A,0,75,2025-07-22
4.74,15.1,0,10.0,Google,148.97,D,0,94,2025-05-03
0.5,1.68,0,34.7,Instagram,108.85,C,0,159,2025-03-12
3.39,10.34,0,49.89,Google,108.82,A,0,89,2025-04-26
5.75,10.09,0,73.44,Direct,74.55,C,0,75,2025-03-06
4.98,11.15,1,69.45,Instagram,21.64,A,1,16,2025-03-16
3.0,8.97,0,88.28,Google,97.52,B,0,242,2025-01-11
3.34,11.9,1,12.96,Google,100.08,B,0,14,2025-02-02
4.11,9.07,0,75.0,Google,79.16,C,0,152,2025-04-21
3.0,8.39,0,10.0,Direct,155.18,D,0,238,2025-04-20
3.72,11.58,1,52.23,Direct,119.69,A,0,232,2025-01-29
3.65,9.32,1,95.09,Facebook,109.26,D,0,105,2025-05-13
7.24,13.69,0,10.0,Facebook,123.24,C,0,157,2025-03-28
7.54,26.22,0,236.31,Direct,40.1,C,0,212,2025-06-15
7.33,15.15,0,10.0,Facebook,85.27,A,0,90,2025-03-11
6.07,12.92,1,51.58,Google,49.56,B,0,46,2025-04-30
3.23,8.51,1,10.0,Facebook,150.04,A,0,62,2025-04-26
7.4,18.7,1,300.0,Google,68.25,C,1,197,2025-05-24
4.21,8.6,0,10.0,Instagram,34.38,D,0,189,2025-07-22
5.06,16.88,1,204.33,Direct,114.75,C,1,283,2025-02-06
8.35,23.04,0,26.27,Google,162.31,B,1,55,2025-03-03
5.21,15.38,0,10.06,Google,33.4,D,0,237,2025-05-09
5.62,13.92,0,14.72,Facebook,153.22,C,0,293,2025-06-09
1.47,3.67,1,43.41,Instagram,91.23,B,1,197,2025-05-10
6.22,19.66,1,10.0,Google,66.3,B,1,272,2025-04-26
2.55,5.71,0,105.45,Direct,173.15,D,1,103,2025-01-09
7.53,17.48,0,21.15,Google,160.34,A,0,116,2025-03-06
4.54,12.4,1,14.25,Google,40.61,D,1,168,2025-07-06
0.5,1.48,0,29.86,Instagram,160.84,B,0,89,2025-04-09
4.1,12.12,1,10.0,Instagram,113.22,C,1,77,2025-05-03
4.43,8.99,0,113.25,Instagram,115.42,C,0,217,2025-04-26
6.21,12.17,1,242.36,Facebook,59.7,A,1,162,2025-07-20
6.68,13.86,0,24.45,Direct,81.2,C,0,128,2025-07-03
4.18,12.3,1,10.0,Facebook,180.51,A,0,81,2025-01-26
7.53,22.15,1,234.33,Facebook,67.8,B,1,113,2025-05-24
0.5,1.33,1,85.56,Instagram,171.68,D,1,286,2025-03-01
3.22,8.51,1,48.11,Google,238.55,A,0,274,2025-06-18
2.22,3.72,0,94.29,Google,64.86,D,0,86,2025-07-27
1.86,4.96,0,58.2,Direct,128.39,A,0,29,2025-01-31
7.4,12.68,0,52.45,Instagram,153.64,B,1,80,2025-07-08
7.07,20.6,0,10.0,Direct,109.13,A,1,249,2025-07-13
3.06,7.17,1,88.42,Facebook,19.46,D,0,87,2025-05-31
7.95,20.83,0,110.18,Google,105.94,B,1,77,2025-04-20
5.25,12.57,0,56.38,Direct,134.09,A,0,186,2025-02-20
3.95,9.71,1,10.0,Instagram,144.84,B,1,208,2025-05-13
3.27,6.35,0,30.86,Google,50.98,C,0,144,2025-02-05
3.05,7.38,0,158.09,Google,119.67,B,0,255,2025-06-04
6.18,15.26,0,110.79,Direct,118.81,C,1,117,2025-05-18
6.63,17.25,0,97.21,Direct,181.75,B,1,184,2025-02-02
5.6,15.51,0,37.75,Instagram,155.55,D,0,252,2025-02-19
0.5,1.37,0,10.0,Facebook,119.83,C,0,186,2025-02-04
5.74,15.13,0,25.55,Google,176.95,A,1,118,2025-03-12
6.41,13.94,0,74.93,Instagram,135.61,D,0,280,2025-05-01
3.33,6.16,0,88.44,Google,77.83,D,0,182,2025-06-29
5.11,10.21,0,144.78,Facebook,125.43,A,0,29,2025-05-19
0.5,1.05,1,33.34,Google,101.95,B,0,228,2025-04-20
1.93,5.63,0,53.61,Facebook,128.0,C,0,252,2025-06-24
4.19,12.73,0,10.0,Instagram,208.12,A,0,167,2025-06-24
4.23,8.88,0,49.38,Direct,74.84,D,0,95,2025-05-07
5.88,11.29,0,39.77,Facebook,140.0,C,0,266,2025-06-16
2.03,3.43,1,24.24,Google,179.1,B,0,69,2025-03-26
4.15,9.07,0,10.0,Google,214.15,B,0,258,2025-06-02
3.78,10.22,0,10.0,Direct,154.57,D,0,285,2025-02-04
6.32,12.36,0,29.31,Google,84.16,D,0,80,2025-05-24
8.55,26.45,0,35.86,Google,54.19,B,0,34,2025-03-18
9.3,24.96,1,10.0,Instagram,57.28,C,0,11,2025-02-20
1.08,3.27,1,15.76,Google,-20.63,C,0,112,2025-02-19
4.88,10.26,1,64.6,Instagram,121.43,B,1,71,2025-04-19
2.22,6.34,1,76.84,Instagram,87.89,B,0,6,2025-01-17
4.84,9.41,0,64.01,Direct,96.44,A,0,57,2025-04-30
6.06,17.24,0,16.42,Facebook,80.83,C,0,199,2025-06-29
5.2,16.76,0,171.73,Google,103.0,C,1,184,2025-03-29
4.88,15.67,0,19.85,Instagram,77.94,C,0,257,2025-06-30
8.71,19.46,0,94.29,Instagram,96.09,C,1,250,2025-01-09
6.8,14.01,0,57.73,Direct,91.9,D,0,278,2025-05-23
4.32,10.44,0,26.72,Google,116.68,D,1,76,2025-02-18
5.06,16.63,0,20.26,Facebook,180.41,B,0,143,2025-02-17
7.18,13.05,0,46.83,Instagram,130.27,A,0,234,2025-07-23
6.52,11.37,0,13.13,Direct,110.27,B,0,126,2025-07-16
3.94,5.82,0,30.28,Instagram,40.9,A,0,95,2025-05-01
0.56,1.43,1,44.93,Direct,91.8,B,0,293,2025-03-12
2.04,3.36,1,67.75,Direct,171.79,D,1,196,2025-07-17
5.36,16.61,0,12.52,Google,93.02,B,1,247,2025-05-22
0.53,1.77,1,10.0,Direct,198.44,B,0,210,2025-05-20
4.62,11.23,0,10.34,Facebook,152.7,D,0,168,2025-02-04
3.87,14.29,0,50.65,Google,44.54,B,0,67,2025-01-08
7.5,19.62,0,81.38,Google,87.97,B,0,129,2025-07-19
1.7,3.83,1,12.34,Google,127.16,C,0,296,2025-07-11
0.5,1.12,0,41.16,Google,149.2,C,0,175,2025-02-05
3.95,12.71,1,24.69,Facebook,90.4,B,1,215,2025-02-03
6.59,19.08,0,10.0,Direct,77.36,A,1,187,2025-04-17
7.67,11.4,0,10.0,Instagram,159.32,C,0,49,2025-03-06
2.73,4.25,0,10.0,Facebook,139.68,A,0,186,2025-02-15
6.18,10.9,0,33.12,Facebook,184.75,B,0,60,2025-03-28
2.22,4.9,1,66.05,Google,74.07,A,0,12,2025-01-01
3.13,5.79,0,10.0,Instagram,33.3,D,0,120,2025-06-19
6.42,13.59,0,16.18,Google,156.88,B,1,112,2025-07-04
6.8,14.19,0,10.0,Instagram,131.08,D,0,244,2025-03-12
2.5,4.85,0,10.69,Google,87.86,A,0,238,2025-06-01
6.19,22.03,0,48.22,Instagram,50.32,C,0,125,2025-04-26
0.5,1.6,0,28.75,Instagram,56.97,A,0,137,2025-05-05
4.49,15.23,0,14.24,Google,71.87,C,0,193,2025-07-04
2.16,7.23,0,16.07,Direct,7.06,B,0,53,2025-01-03
2.98,7.35,0,10.0,Google,155.06,D,0,271,2025-01-17
1.81,4.62,1,50.76,Direct,135.87,B,0,67,2025-01-22
6.38,13.0,1,75.17,Google,74.13,A,0,285,2025-01-13
6.38,16.44,0,43.47,Direct,58.92,A,1,172,2025-02-01
3.27,6.54,1,25.79,Facebook,97.8,A,0,298,2025-04-08
5.94,10.09,0,10.0,Direct,234.73,C,0,38,2025-07-14
5.65,11.96,1,64.96,Google,118.45,A,0,186,2025-01-26
4.68,13.74,0,10.0,Google,112.19,D,0,63,2025-06-04
10.0,25.48,1,13.58,Facebook,53.67,B,1,261,2025-04-26
2.9,8.12,0,60.62,Google,57.35,A,0,91,2025-04-06
5.04,12.63,0,10.0,Direct,180.82,C,0,133,2025-06-11
4.04,8.25,0,38.19,Instagram,76.52,B,0,141,2025-06-20
4.07,11.23,0,10.0,Instagram,118.14,D,0,224,2025-05-31
5.4,13.75,1,48.37,Facebook,93.43,B,0,210,2025-07-06
4.26,13.47,1,133.22,Direct,86.03,C,0,12,2025-04-02
2.85,9.05,1,27.45,Facebook,77.11,C,1,86,2025-02-05
5.31,12.49,0,10.0,Facebook,136.88,C,0,97,2025-01-19
7.96,20.37,0,10.0,Facebook,40.62,C,1,102,2025-05-29
7.36,15.1,0,140.19,Google,149.35,D,1,294,2025-06-10
5.51,11.4,0,31.6,Direct,100.17,A,0,195,2025-06-18
3.16,6.99,1,118.42,Google,26.32,A,1,46,2025-03-11
5.47,15.01,1,26.52,Instagram,53.84,A,1,271,2025-07-25
7.71,17.27,0,18.33,Instagram,77.95,B,0,23,2025-04-05
7.98,26.11,1,16.08,Google,51.66,D,1,140,2025-04-05
5.9,16.14,0,35.68,Instagram,39.63,C,0,112,2025-01-31
4.09,9.67,0,68.98,Direct,119.45,B,0,147,2025-07-16
4.49,13.51,0,46.2,Google,184.42,B,0,204,2025-02-13
6.93,14.78,0,48.58,Direct,109.21,D,0,212,2025-07-04
6.72,14.63,0,10.0,Instagram,67.07,B,0,139,2025-05-15
0.61,1.92,1,45.08,Instagram,80.55,A,0,33,2025-02-12
6.65,12.27,1,12.21,Google,91.3,B,1,69,2025-01-15
6.78,16.44,0,77.12,Google,114.32,D,1,42,2025-05-19
2.78,6.43,0,10.61,Instagram,197.69,B,0,42,2025-07-07
3.09,6.59,0,17.82,Google,120.04,B,0,122,2025-05-07
3.11,9.3,0,10.0,Google,158.43,D,0,85,2025-03-07
3.3,9.67,0,117.6,Google,116.86,D,0,154,2025-06-15
1.46,4.14,1,13.19,Instagram,109.78,B,0,56,2025-04-14
5.78,14.52,1,10.0,Direct,78.33,B,1,198,2025-06-04
3.04,8.56,1,15.25,Google,82.39,D,0,6,2025-07-16
4.82,7.23,0,25.02,Google,159.36,D,0,210,2025-07-02
3.76,8.63,0,10.33,Google,144.75,C,1,291,2025-03-22
5.64,14.2,0,31.88,Facebook,158.01,D,0,113,2025-01-31
2.47,5.45,0,212.99,Facebook,110.72,A,0,245,2025-04-20
5.61,14.55,0,165.16,Facebook,78.95,A,0,186,2025-07-23
5.97,22.05,0,10.0,Direct,165.88,B,0,51,2025-02-21
7.07,18.07,0,65.93,Google,51.99,D,0,240,2025-04-19
9.92,26.84,0,13.22,Google,64.66,B,0,100,2025-07-18
0.5,1.3,0,155.36,Google,110.92,B,0,168,2025-07-12
5.8,11.03,1,26.98,Instagram,112.31,A,0,41,2025-02-28
3.23,5.67,1,23.85,Facebook,46.87,D,0,226,2025-03-09
0.5,0.84,1,201.14,Google,89.18,B,0,288,2025-05-29
7.1,18.76,0,36.53,Direct,60.21,A,1,257,2025-07-08
8.33,12.33,0,10.0,Instagram,240.83,B,0,6,2025-06-17
4.02,11.34,0,43.18,Instagram,101.21,D,0,63,2025-01-08
5.53,13.26,1,65.68,Direct,174.24,D,0,27,2025-05-20
4.84,13.19,0,60.12,Google,109.7,A,0,68,2025-03-26
6.09,11.18,1,67.78,Direct,128.06,D,0,12,2025-04-07
7.2,23.59,0,71.12,Google,79.98,C,0,48,2025-01-12
5.86,14.48,0,141.65,Facebook,143.24,D,0,210,2025-04-22
5.86,9.11,0,44.73,Facebook,192.97,A,0,280,2025-02-03
8.15,25.4,0,38.12,Instagram,138.0,C,0,98,2025-01-24
4.59,8.55,0,80.17,Direct,80.06,B,1,244,2025-05-24
7.31,13.8,0,10.0,Direct,63.44,D,0,162,2025-02-21
2.94,5.6,0,22.85,Instagram,158.36,C,1,165,2025-05-05
9.02,21.15,0,48.53,Google,52.0,C,0,87,2025-02-14
6.84,19.12,0,26.31,Direct,71.28,D,0,280,2025-04-12
3.99,11.09,1,65.18,Google,140.44,A,0,90,2025-04-23
0.5,1.88,1,39.24,Direct,125.73,A,1,237,2025-01-14
5.0,10.84,1,67.37,Google,36.8,D,1,78,2025-07-15
2.05,4.65,0,76.69,Direct,91.51,A,0,239,2025-02-28
5.75,10.45,0,35.42,Google,106.46,D,0,44,2025-04-10
8.63,16.84,0,67.21,Instagram,151.17,C,0,43,2025-04-08
5.4,16.53,0,10.0,Facebook,98.05,D,0,288,2025-05-04
4.55,10.24,0,23.31,Instagram,43.43,D,0,281,2025-03-11
5.86,15.96,1,73.92,Instagram,198.27,A,0,199,2025-03-31
5.71,14.38,0,10.0,Facebook,162.21,B,0,64,2025-02-01
0.5,0.99,1,14.64,Google,64.27,C,0,77,2025-04-12
5.6,11.7,1,20.16,Direct,112.54,C,0,280,2025-04-07
6.55,10.23,0,98.65,Instagram,161.31,C,0,215,2025-01-12
4.35,10.44,1,10.0,Direct,29.42,D,0,49,2025-07-07
7.45,18.91,0,12.86,Google,126.99,B,1,70,2025-04-26
4.68,10.99,0,30.75,Google,72.43,D,0,268,2025-07-06
6.92,20.73,0,27.53,Google,59.25,D,0,224,2025-02-27
10.0,18.38,0,28.61,Google,89.88,D,1,240,2025-06-12
4.76,12.01,1,21.43,Google,90.9,C,0,204,2025-02-21
0.5,1.0,0,10.0,Instagram,75.9,C,0,203,2025-02-16
4.16,11.19,1,29.93,Google,20.0,A,0,156,2025-02-20
0.69,1.41,0,20.13,Instagram,69.68,B,0,114,2025-07-21
6.53,18.97,1,63.66,Facebook,86.86,D,1,18,2025-05-23
8.27,23.32,1,188.88,Facebook,63.61,D,1,256,2025-01-03
6.74,17.97,1,48.51,Google,85.08,B,0,47,2025-02-12
5.8,15.25,0,50.69,Instagram,125.31,A,1,20,2025-06-21
3.39,8.95,0,10.0,Instagram,156.72,A,0,47,2025-03-04
8.94,23.84,1,50.39,Google,67.3,C,1,268,2025-06-03
6.88,19.04,0,29.31,Direct,100.79,C,1,131,2025-04-13
5.71,13.26,0,10.0,Direct,94.49,B,0,287,2025-03-31
5.51,10.69,0,119.01,Google,156.58,B,0,16,2025-05-02
5.28,13.08,1,30.65,Instagram,83.92,D,1,45,2025-05-02
6.13,16.9,1,145.42,Direct,119.61,B,1,272,2025-07-28
3.47,9.55,1,71.12,Google,72.9,A,1,128,2025-02-15
8.81,29.66,1,45.62,Direct,24.33,A,1,242,2025-07-14
5.38,12.11,1,157.18,Direct,113.11,A,1,28,2025-02-06
6.5,11.67,0,10.0,Instagram,17.89,C,0,26,2025-04-10
3.92,8.72,0,32.22,Facebook,140.5,D,0,124,2025-03-11
5.94,13.59,0,37.56,Google,96.51,D,0,65,2025-03-12
0.5,1.05,0,25.24,Instagram,54.93,C,0,67,2025-05-10
2.2,4.37,0,78.9,Facebook,83.81,C,0,151,2025-07-26
4.92,11.97,1,16.75,Google,28.9,C,0,141,2025-07-02
1.69,4.18,0,15.03,Direct,44.98,B,0,76,2025-07-09
10.0,19.81,1,10.0,Facebook,96.1,D,1,178,2025-03-16
0.83,1.6,0,68.86,Google,210.64,A,0,56,2025-06-29
5.86,15.75,1,21.55,Instagram,67.56,A,1,13,2025-04-26
9.14,25.0,0,10.0,Google,144.21,B,1,295,2025-02-05
6.2,12.97,0,38.09,Google,14.98,B,0,89,2025-07-14
4.22,10.2,0,138.76,Google,121.04,B,1,24,2025-02-02
3.62,9.95,0,172.93,Direct,48.62,D,0,187,2025-03-21
6.68,17.14,0,14.54,Google,159.14,B,1,125,2025-03-18
3.0,9.84,0,26.87,Facebook,26.63,C,0,167,2025-04-01
4.7,8.6,0,10.64,Instagram,169.78,D,0,202,2025-01-03
6.73,11.58,0,34.11,Direct,129.9,C,0,127,2025-03-18
4.23,12.1,1,43.4,Facebook,-23.77,D,1,31,2025-06-19
5.22,13.96,1,28.97,Instagram,62.32,B,0,193,2025-07-15
4.24,9.44,0,34.37,Direct,74.27,B,0,247,2025-02-22
2.58,7.84,0,54.57,Facebook,41.29,D,0,270,2025-05-08
7.97,17.36,0,22.7,Google,135.12,D,0,21,2025-02-06
8.48,23.38,0,80.08,Direct,188.54,D,0,210,2025-06-24
4.21,10.14,1,76.95,Direct,175.05,D,0,215,2025-04-07
4.34,9.16,0,10.5,Google,230.03,D,0,153,2025-01-17
4.56,10.42,0,28.67,Direct,-1.33,D,0,34,2025-04-08
6.35,19.59,1,134.6,Instagram,18.63,A,1,258,2025-05-03
2.74,6.31,0,10.0,Instagram,91.92,A,0,43,2025-02-15
4.78,15.55,0,10.0,Facebook,153.22,A,1,13,2025-02-11
5.66,14.58,1,51.83,Google,141.21,B,0,254,2025-05-05
6.61,15.68,1,49.51,Instagram,97.83,D,1,277,2025-03-30
0.5,1.0,1,33.8,Google,113.39,A,0,52,2025-05-20
6.01,17.05,0,112.06,Instagram,116.52,C,1,71,2025-05-15
5.86,15.27,0,45.2,Instagram,235.14,B,0,247,2025-01-05
7.52,18.5,0,48.74,Facebook,176.51,C,0,181,2025-03-08
3.68,9.39,0,91.27,Google,107.37,C,0,32,2025-02-21
3.7,9.04,1,10.0,Facebook,57.32,A,1,267,2025-05-13
8.01,15.23,0,63.77,Google,-5.96,C,0,71,2025-06-27
1.09,3.09,0,10.0,Google,136.7,A,0,217,2025-04-27
9.07,31.11,0,24.17,Google,95.36,A,1,241,2025-07-26
10.0,33.49,0,35.77,Facebook,164.29,C,1,234,2025-05-09
6.19,15.81,0,58.55,Google,145.84,C,0,176,2025-06-10
7.04,16.7,0,10.0,Google,77.59,A,0,270,2025-07-12
1.28,3.24,1,78.12,Instagram,170.85,D,1,157,2025-01-05
3.26,7.15,1,54.65,Instagram,235.92,B,0,58,2025-01-11
7.64,20.19,0,10.0,Google,33.62,B,0,109,2025-05-17
5.9,15.87,0,50.3,Instagram,104.92,B,0,215,2025-07-21
4.55,8.63,0,62.71,Google,107.16,D,0,182,2025-05-13
5.58,13.04,0,32.92,Facebook,139.51,A,0,234,2025-01-18
6.27,18.41,1,28.91,Google,195.46,D,1,90,2025-06-20
4.27,12.59,0,75.23,Google,68.2,C,0,267,2025-01-15
4.93,9.22,0,97.16,Instagram,124.47,A,0,224,2025-01-28
4.91,14.96,1,10.0,Google,-23.33,D,0,266,2025-07-02
2.37,5.58,0,10.0,Google,126.21,D,0,19,2025-05-18
5.81,14.44,1,92.92,Facebook,115.43,C,0,242,2025-02-15
9.51,23.0,0,137.97,Direct,129.34,B,1,273,2025-04-14
9.33,13.46,0,28.78,Facebook,76.79,B,0,244,2025-07-29
1.31,3.55,0,39.11,Google,175.52,D,0,179,2025-05-07
6.43,10.9,0,10.0,Google,107.68,A,0,60,2025-06-12
6.69,19.5,0,17.2,Google,28.6,A,0,124,2025-04-01
3.97,7.35,0,62.36,Google,68.47,B,0,254,2025-04-24
2.59,7.85,0,33.13,Direct,134.92,D,0,40,2025-05-04
1.7,4.44,0,83.92,Facebook,141.63,A,0,98,2025-06-24
3.89,10.9,1,16.26,Direct,75.38,B,1,263,2025-05-26
5.88,12.58,0,27.94,Instagram,96.45,B,0,229,2025-06-08
4.6,7.35,0,83.86,Google,77.17,C,0,101,2025-04-28
3.47,6.98,0,94.89,Direct,2.54,D,1,77,2025-04-12
1.88,4.99,0,27.62,Google,98.57,C,0,49,2025-02-12
5.88,16.03,0,30.71,Instagram,49.63,B,1,115,2025-02-01
7.67,15.87,0,13.52,Google,56.22,A,0,225,2025-05-24
2.68,8.48,0,27.71,Instagram,80.38,D,0,19,2025-05-25
6.12,15.24,0,34.4,Google,54.85,D,0,61,2025-07-27
0.5,0.84,0,18.3,Instagram,46.75,B,0,46,2025-02-06
3.36,8.84,0,10.0,Direct,140.98,D,0,69,2025-04-16
6.82,14.42,1,22.52,Google,24.19,A,1,29,2025-02-28
2.21,6.42,1,46.43,Google,58.57,C,1,113,2025-07-18
3.49,9.11,0,10.0,Instagram,61.36,B,0,171,2025-05-17
8.54,22.01,0,92.79,Instagram,141.3,C,0,284,2025-03-04
3.17,7.46,0,39.26,Google,141.41,A,0,139,2025-03-13
